rank,island_id,faces,summed_uv_area,min_u,min_v,max_u,max_v
728,1047,338,5.2541494369506836e-05,0.0009765625,0.879150390625,0.01416015625,0.8857421875
729,298,336,6.845593452453613e-05,0.001220703125,0.63720703125,0.014892578125,0.64453125
730,1026,332,5.08427619934082e-05,0.98876953125,0.604736328125,0.998046875,0.614013671875
731,239,329,2.1129846572875977e-05,0.200927734375,0.978759765625,0.202880859375,0.99267578125
732,865,328,7.912516593933105e-05,0.017822265625,0.748291015625,0.040283203125,0.75439453125
733,644,327,7.167458534240723e-05,0.57421875,0.952392578125,0.58056640625,0.978515625
734,898,323,2.2530555725097656e-05,0.00341796875,0.00146484375,0.013916015625,0.004638671875
735,258,320,7.861852645874023e-05,0.001220703125,0.1591796875,0.01416015625,0.172607421875
736,868,319,2.8908252716064453e-05,0.549560546875,0.98828125,0.559326171875,0.994384765625
737,33,318,2.9355287551879883e-05,0.377685546875,0.00439453125,0.38720703125,0.011962890625
738,587,318,4.6581029891967773e-05,0.815185546875,0.00439453125,0.825927734375,0.014892578125
739,525,317,2.524256706237793e-05,0.002197265625,0.411376953125,0.0078125,0.418701171875
740,726,317,3.898143768310547e-05,0.084716796875,0.990966796875,0.095458984375,0.998046875
741,608,316,5.361437797546387e-05,0.7744140625,0.989013671875,0.7861328125,0.997802734375
742,657,309,0.0001437664031982422,0.00732421875,0.86181640625,0.024169921875,0.8798828125
743,806,304,0.00010901689529418945,0.287109375,0.00634765625,0.302978515625,0.01708984375
744,974,304,0.00013190507888793945,0.745849609375,0.977783203125,0.768798828125,0.99365234375
745,462,301,5.8323144912719727e-05,0.005126953125,0.490478515625,0.020263671875,0.505615234375
746,617,298,0.00013020634651184082,0.001220703125,0.58837890625,0.01416015625,0.60595703125
747,274,293,8.71121883392334e-05,0.00341796875,0.447998046875,0.014892578125,0.46240234375
748,1084,292,3.853440284729004e-05,0.00146484375,0.185302734375,0.013671875,0.192138671875
749,284,291,0.00011846423149108887,0.083984375,0.016357421875,0.093994140625,0.03662109375
750,1078,285,5.8144330978393555e-05,0.216064453125,0.001220703125,0.2265625,0.010009765625
751,879,284,2.5987625122070312e-05,0.001953125,0.397216796875,0.008056640625,0.405517578125
752,194,276,2.7179718017578125e-05,0.002197265625,0.834228515625,0.009033203125,0.84130859375
